File Used: TC1
NUM     | BIN                        | HEX     
-----------------------------------------------
7116776 | 0b11011001001011111101000  | 0x6c97e8
1666340 | 0b110010110110100100100    | 0x196d24
8886983 | 0b100001111001101011000111 | 0x879ac7
839365  | 0b11001100111011000101     | 0xccec5 
924280  | 0b11100001101001111000     | 0xe1a78 
1026310 | 0b11111010100100000110     | 0xfa906 
1615293 | 0b110001010010110111101    | 0x18a5bd
1063875 | 0b100000011101111000011    | 0x103bc3
679035  | 0b10100101110001111011     | 0xa5c7b 
5201970 | 0b10011110110000000110010  | 0x4f6032
593979  | 0b10010001000000111011     | 0x9103b 
801371  | 0b11000011101001011011     | 0xc3a5b 
3796878 | 0b1110011110111110001110   | 0x39ef8e
7489201 | 0b11100100100011010110001  | 0x7246b1
9740020 | 0b100101001001111011110100 | 0x949ef4
9128737 | 0b100010110100101100100001 | 0x8b4b21
5473463 | 0b10100111000010010110111  | 0x5384b7
8701957 | 0b100001001100100000000101 | 0x84c805
8238050 | 0b11111011011001111100010  | 0x7db3e2
8679038 | 0b100001000110111001111110 | 0x846e7e
385912  | 0b1011110001101111000      | 0x5e378 
5867340 | 0b10110011000011101001100  | 0x59874c
4894542 | 0b10010101010111101001110  | 0x4aaf4e
8999451 | 0b100010010101001000011011 | 0x89521b
4392535 | 0b10000110000011001010111  | 0x430657
2078131 | 0b111111011010110110011    | 0x1fb5b3
3070124 | 0b1011101101100010101100   | 0x2ed8ac
7451998 | 0b11100011011010101011110  | 0x71b55e
5635510 | 0b10101011111110110110110  | 0x55fdb6
1233932 | 0b100101101010000001100    | 0x12d40c
6089867 | 0b10111001110110010001011  | 0x5cec8b
1792316 | 0b110110101100100111100    | 0x1b593c
6298637 | 0b11000000001110000001101  | 0x601c0d
2408038 | 0b1001001011111001100110   | 0x24be66
8510100 | 0b100000011101101010010100 | 0x81da94
991581  | 0b11110010000101011101     | 0xf215d 
6455739 | 0b11000101000000110111011  | 0x6281bb
7829175 | 0b11101110111011010110111  | 0x7776b7
6328931 | 0b11000001001001001100011  | 0x609263
9982305 | 0b100110000101000101100001 | 0x985161
2292022 | 0b1000101111100100110110   | 0x22f936
1070496 | 0b100000101010110100000    | 0x1055a0
8518360 | 0b100000011111101011011000 | 0x81fad8
6378470 | 0b11000010101001111100110  | 0x6153e6
7756258 | 0b11101100101100111100010  | 0x7659e2
7111767 | 0b11011001000010001010111  | 0x6c8457
2685897 | 0b1010001111101111001001   | 0x28fbc9
617946  | 0b10010110110111011010     | 0x96dda 
246280  | 0b111100001000001000       | 0x3c208 
6075442 | 0b10111001011010000110010  | 0x5cb432
991323  | 0b11110010000001011011     | 0xf205b 
6754202 | 0b11001110000111110011010  | 0x670f9a
3103178 | 0b1011110101100111001010   | 0x2f59ca
3228842 | 0b1100010100010010101010   | 0x3144aa
6786623 | 0b11001111000111000111111  | 0x678e3f
5329085 | 0b10100010101000010111101  | 0x5150bd
2334647 | 0b1000111001111110110111   | 0x239fb7
7253396 | 0b11011101010110110010100  | 0x6ead94
6516953 | 0b11000110111000011011001  | 0x6370d9
5972725 | 0b10110110010001011110101  | 0x5b22f5
5828037 | 0b10110001110110111000101  | 0x58edc5
6642265 | 0b11001010101101001011001  | 0x655a59
2559699 | 0b1001110000111011010011   | 0x270ed3
6597631 | 0b11001001010101111111111  | 0x64abff
5826202 | 0b10110001110011010011010  | 0x58e69a
4642335 | 0b10001101101011000011111  | 0x46d61f
1862900 | 0b111000110110011110100    | 0x1c6cf4
6039635 | 0b10111000010100001010011  | 0x5c2853
3358744 | 0b1100110100000000011000   | 0x334018
4965249 | 0b10010111100001110000001  | 0x4bc381
6621475 | 0b11001010000100100100011  | 0x650923
3336153 | 0b1100101110011111011001   | 0x32e7d9
1044743 | 0b11111111000100000111     | 0xff107 
6201477 | 0b10111101010000010000101  | 0x5ea085
6297100 | 0b11000000001011000001100  | 0x60160c
885678  | 0b11011000001110101110     | 0xd83ae 
8546891 | 0b100000100110101001001011 | 0x826a4b
6683923 | 0b11001011111110100010011  | 0x65fd13
7064472 | 0b11010111100101110011000  | 0x6bcb98
3430021 | 0b1101000101011010000101   | 0x345685
9764122 | 0b100101001111110100011010 | 0x94fd1a
9958605 | 0b100101111111010011001101 | 0x97f4cd
1006022 | 0b11110101100111000110     | 0xf59c6 
5276496 | 0b10100001000001101010000  | 0x508350
8876232 | 0b100001110111000011001000 | 0x8770c8
3364648 | 0b1100110101011100101000   | 0x335728
3539979 | 0b1101100000010000001011   | 0x36040b
3003857 | 0b1011011101010111010001   | 0x2dd5d1
4481634 | 0b10001000110001001100010  | 0x446262
9035781 | 0b100010011110000000000101 | 0x89e005
3767021 | 0b1110010111101011101101   | 0x397aed
4993901 | 0b10011000011001101101101  | 0x4c336d
8698377 | 0b100001001011101000001001 | 0x84ba09
4626501 | 0b10001101001100001000101  | 0x469845
1755352 | 0b110101100100011011000    | 0x1ac8d8
2755340 | 0b1010100000101100001100   | 0x2a0b0c
5150616 | 0b10011101001011110011000  | 0x4e9798
9345169 | 0b100011101001100010010001 | 0x8e9891
848948  | 0b11001111010000110100     | 0xcf434 
2708748 | 0b1010010101010100001100   | 0x29550c
8372451 | 0b11111111100000011100011  | 0x7fc0e3
3523015 | 0b1101011100000111000111   | 0x35c1c7
2624283 | 0b1010000000101100011011   | 0x280b1b
8795348 | 0b100001100011010011010100 | 0x8634d4
2318100 | 0b1000110101111100010100   | 0x235f14
4750861 | 0b10010000111111000001101  | 0x487e0d
3770597 | 0b1110011000100011100101   | 0x3988e5
1053352 | 0b100000001001010101000    | 0x1012a8
833307  | 0b11001011011100011011     | 0xcb71b 
4632526 | 0b10001101010111111001110  | 0x46afce
2212917 | 0b1000011100010000110101   | 0x21c435
5053189 | 0b10011010001101100000101  | 0x4d1b05
412218  | 0b1100100101000111010      | 0x64a3a 
4901564 | 0b10010101100101010111100  | 0x4acabc
5094606 | 0b10011011011110011001110  | 0x4dbcce
8070285 | 0b11110110010010010001101  | 0x7b248d
6847905 | 0b11010000111110110100001  | 0x687da1
4311824 | 0b10000011100101100010000  | 0x41cb10
3009421 | 0b1011011110101110001101   | 0x2deb8d
1629105 | 0b110001101101110110001    | 0x18dbb1
8431899 | 0b100000001010100100011011 | 0x80a91b
7582456 | 0b11100111011001011111000  | 0x73b2f8
7332147 | 0b11011111110000100110011  | 0x6fe133
314183  | 0b1001100101101000111      | 0x4cb47 
7632568 | 0b11101000111011010111000  | 0x7476b8
8161327 | 0b11111001000100000101111  | 0x7c882f
6961087 | 0b11010100011011110111111  | 0x6a37bf
6898282 | 0b11010010100001001101010  | 0x69426a
9749303 | 0b100101001100001100110111 | 0x94c337
4427419 | 0b10000111000111010011011  | 0x438e9b
4368829 | 0b10000101010100110111101  | 0x42a9bd
6439318 | 0b11000100100000110010110  | 0x624196
6473603 | 0b11000101100011110000011  | 0x62c783
6446249 | 0b11000100101110010101001  | 0x625ca9
9818836 | 0b100101011101001011010100 | 0x95d2d4
9438069 | 0b100100000000001101110101 | 0x900375
2809499 | 0b1010101101111010011011   | 0x2ade9b
3460304 | 0b1101001100110011010000   | 0x34ccd0
8430904 | 0b100000001010010100111000 | 0x80a538
9774785 | 0b100101010010011011000001 | 0x9526c1
9560603 | 0b100100011110001000011011 | 0x91e21b
3440732 | 0b1101001000000001011100   | 0x34805c
7053263 | 0b11010111001111111001111  | 0x6b9fcf
287398  | 0b1000110001010100110      | 0x462a6 
4043644 | 0b1111011011001101111100   | 0x3db37c
2943820 | 0b1011001110101101001100   | 0x2ceb4c
9030962 | 0b100010011100110100110010 | 0x89cd32
7537540 | 0b11100110000001110000100  | 0x730384
7203657 | 0b11011011110101101001001  | 0x6deb49
5639400 | 0b10101100000110011101000  | 0x560ce8
9448142 | 0b100100000010101011001110 | 0x902ace
9954392 | 0b100101111110010001011000 | 0x97e458
2856859 | 0b1010111001011110011011   | 0x2b979b
1332118 | 0b101000101001110010110    | 0x145396
6984725 | 0b11010101001010000010101  | 0x6a9415
1925762 | 0b111010110001010000010    | 0x1d6282
2138171 | 0b1000001010000000111011   | 0x20a03b
347447  | 0b1010100110100110111      | 0x54d37 
8839390 | 0b100001101110000011011110 | 0x86e0de
3951652 | 0b1111000100110000100100   | 0x3c4c24
3755102 | 0b1110010100110001011110   | 0x394c5e
6867687 | 0b11010001100101011100111  | 0x68cae7
4383175 | 0b10000101110000111000111  | 0x42e1c7
7125508 | 0b11011001011101000000100  | 0x6cba04
7799732 | 0b11101110000001110110100  | 0x7703b4
8784156 | 0b100001100000100100011100 | 0x86091c
1372809 | 0b101001111001010001001    | 0x14f289
1327984 | 0b101000100001101110000    | 0x144370
9205087 | 0b100011000111010101011111 | 0x8c755f
6524241 | 0b11000111000110101010001  | 0x638d51
9316072 | 0b100011100010011011101000 | 0x8e26e8
127744  | 0b11111001100000000        | 0x1f300 
8388820 | 0b100000000000000011010100 | 0x8000d4
6883557 | 0b11010010000100011100101  | 0x6908e5
2291239 | 0b1000101111011000100111   | 0x22f627
3101270 | 0b1011110101001001010110   | 0x2f5256
1382825 | 0b101010001100110101001    | 0x1519a9
9873376 | 0b100101101010011111100000 | 0x96a7e0
6873500 | 0b11010001110000110011100  | 0x68e19c
8185634 | 0b11111001110011100100010  | 0x7ce722
2464786 | 0b1001011001110000010010   | 0x259c12
8387154 | 0b11111111111101001010010  | 0x7ffa52
5581444 | 0b10101010010101010000100  | 0x552a84
8097911 | 0b11110111001000001110111  | 0x7b9077
8882527 | 0b100001111000100101011111 | 0x87895f
8941444 | 0b100010000110111110000100 | 0x886f84
4942703 | 0b10010110110101101101111  | 0x4b6b6f
101144  | 0b11000101100011000        | 0x18b18 
7471180 | 0b11100100000000001001100  | 0x72004c
1932131 | 0b111010111101101100011    | 0x1d7b63
8052752 | 0b11110101110000000010000  | 0x7ae010
6359493 | 0b11000010000100111000101  | 0x6109c5
1967646 | 0b111100000011000011110    | 0x1e061e
6575052 | 0b11001000101001111001100  | 0x6453cc
2323342 | 0b1000110111001110001110   | 0x23738e
6735760 | 0b11001101100011110010000  | 0x66c790
8895858 | 0b100001111011110101110010 | 0x87bd72
4238091 | 0b10000001010101100001011  | 0x40ab0b
7093069 | 0b11011000011101101001101  | 0x6c3b4d
39      | 0b100111                   | 0x27    
-----------------------------------------------

Time Elapsed: 0.0012788772583007812 seconds


File Used: TC3
NUM | BIN       | HEX  
-----------------------
-39 | -0b100111 | -0x27
-36 | -0b100100 | -0x24
8   | 0b1000    | 0x8  
34  | 0b100010  | 0x22 
17  | 0b10001   | 0x11 
49  | 0b110001  | 0x31 
5   | 0b101     | 0x5  
39  | 0b100111  | 0x27 
0   | 0b0       | 0x0  
33  | 0b100001  | 0x21 
12  | 0b1100    | 0xc  
-6  | -0b110    | -0x6 
27  | 0b11011   | 0x1b 
-4  | -0b100    | -0x4 
-38 | -0b100110 | -0x26
26  | 0b11010   | 0x1a 
49  | 0b110001  | 0x31 
29  | 0b11101   | 0x1d 
42  | 0b101010  | 0x2a 
-16 | -0b10000  | -0x10
-28 | -0b11100  | -0x1c
34  | 0b100010  | 0x22 
20  | 0b10100   | 0x14 
0   | 0b0       | 0x0  
25  | 0b11001   | 0x19 
45  | 0b101101  | 0x2d 
3   | 0b11      | 0x3  
-46 | -0b101110 | -0x2e
-46 | -0b101110 | -0x2e
29  | 0b11101   | 0x1d 
33  | 0b100001  | 0x21 
29  | 0b11101   | 0x1d 
26  | 0b11010   | 0x1a 
-5  | -0b101    | -0x5 
-36 | -0b100100 | -0x24
12  | 0b1100    | 0xc  
45  | 0b101101  | 0x2d 
-50 | -0b110010 | -0x32
0   | 0b0       | 0x0  
-6  | -0b110    | -0x6 
-39 | -0b100111 | -0x27
35  | 0b100011  | 0x23 
26  | 0b11010   | 0x1a 
-35 | -0b100011 | -0x23
-42 | -0b101010 | -0x2a
14  | 0b1110    | 0xe  
-3  | -0b11     | -0x3 
22  | 0b10110   | 0x16 
-47 | -0b101111 | -0x2f
12  | 0b1100    | 0xc  
-17 | -0b10001  | -0x11
-31 | -0b11111  | -0x1f
-25 | -0b11001  | -0x19
-35 | -0b100011 | -0x23
-18 | -0b10010  | -0x12
14  | 0b1110    | 0xe  
37  | 0b100101  | 0x25 
-8  | -0b1000   | -0x8 
-41 | -0b101001 | -0x29
-50 | -0b110010 | -0x32
-9  | -0b1001   | -0x9 
2   | 0b10      | 0x2  
12  | 0b1100    | 0xc  
-39 | -0b100111 | -0x27
-17 | -0b10001  | -0x11
0   | 0b0       | 0x0  
27  | 0b11011   | 0x1b 
28  | 0b11100   | 0x1c 
45  | 0b101101  | 0x2d 
-44 | -0b101100 | -0x2c
28  | 0b11100   | 0x1c 
35  | 0b100011  | 0x23 
-33 | -0b100001 | -0x21
43  | 0b101011  | 0x2b 
-4  | -0b100    | -0x4 
23  | 0b10111   | 0x17 
-49 | -0b110001 | -0x31
49  | 0b110001  | 0x31 
-7  | -0b111    | -0x7 
-38 | -0b100110 | -0x26
-45 | -0b101101 | -0x2d
5   | 0b101     | 0x5  
-21 | -0b10101  | -0x15
26  | 0b11010   | 0x1a 
-2  | -0b10     | -0x2 
-24 | -0b11000  | -0x18
6   | 0b110     | 0x6  
-45 | -0b101101 | -0x2d
-4  | -0b100    | -0x4 
15  | 0b1111    | 0xf  
0   | 0b0       | 0x0  
-17 | -0b10001  | -0x11
-35 | -0b100011 | -0x23
43  | 0b101011  | 0x2b 
45  | 0b101101  | 0x2d 
-35 | -0b100011 | -0x23
-8  | -0b1000   | -0x8 
28  | 0b11100   | 0x1c 
47  | 0b101111  | 0x2f 
34  | 0b100010  | 0x22 
-24 | -0b11000  | -0x18
-42 | -0b101010 | -0x2a
-13 | -0b1101   | -0xd 
14  | 0b1110    | 0xe  
-45 | -0b101101 | -0x2d
-35 | -0b100011 | -0x23
27  | 0b11011   | 0x1b 
-12 | -0b1100   | -0xc 
-19 | -0b10011  | -0x13
-20 | -0b10100  | -0x14
-14 | -0b1110   | -0xe 
20  | 0b10100   | 0x14 
30  | 0b11110   | 0x1e 
12  | 0b1100    | 0xc  
-36 | -0b100100 | -0x24
-47 | -0b101111 | -0x2f
-27 | -0b11011  | -0x1b
-3  | -0b11     | -0x3 
6   | 0b110     | 0x6  
36  | 0b100100  | 0x24 
9   | 0b1001    | 0x9  
-16 | -0b10000  | -0x10
36  | 0b100100  | 0x24 
-27 | -0b11011  | -0x1b
7   | 0b111     | 0x7  
-6  | -0b110    | -0x6 
-5  | -0b101    | -0x5 
5   | 0b101     | 0x5  
47  | 0b101111  | 0x2f 
23  | 0b10111   | 0x17 
-48 | -0b110000 | -0x30
-24 | -0b11000  | -0x18
40  | 0b101000  | 0x28 
-4  | -0b100    | -0x4 
-18 | -0b10010  | -0x12
-19 | -0b10011  | -0x13
14  | 0b1110    | 0xe  
15  | 0b1111    | 0xf  
1   | 0b1       | 0x1  
24  | 0b11000   | 0x18 
-9  | -0b1001   | -0x9 
-50 | -0b110010 | -0x32
18  | 0b10010   | 0x12 
15  | 0b1111    | 0xf  
30  | 0b11110   | 0x1e 
44  | 0b101100  | 0x2c 
9   | 0b1001    | 0x9  
19  | 0b10011   | 0x13 
33  | 0b100001  | 0x21 
41  | 0b101001  | 0x29 
-24 | -0b11000  | -0x18
43  | 0b101011  | 0x2b 
48  | 0b110000  | 0x30 
-23 | -0b10111  | -0x17
7   | 0b111     | 0x7  
28  | 0b11100   | 0x1c 
8   | 0b1000    | 0x8  
-2  | -0b10     | -0x2 
37  | 0b100101  | 0x25 
42  | 0b101010  | 0x2a 
-17 | -0b10001  | -0x11
-6  | -0b110    | -0x6 
36  | 0b100100  | 0x24 
22  | 0b10110   | 0x16 
27  | 0b11011   | 0x1b 
31  | 0b11111   | 0x1f 
-47 | -0b101111 | -0x2f
-43 | -0b101011 | -0x2b
0   | 0b0       | 0x0  
27  | 0b11011   | 0x1b 
30  | 0b11110   | 0x1e 
12  | 0b1100    | 0xc  
-15 | -0b1111   | -0xf 
-19 | -0b10011  | -0x13
-42 | -0b101010 | -0x2a
-37 | -0b100101 | -0x25
31  | 0b11111   | 0x1f 
-10 | -0b1010   | -0xa 
18  | 0b10010   | 0x12 
33  | 0b100001  | 0x21 
-15 | -0b1111   | -0xf 
17  | 0b10001   | 0x11 
25  | 0b11001   | 0x19 
-25 | -0b11001  | -0x19
-5  | -0b101    | -0x5 
33  | 0b100001  | 0x21 
-13 | -0b1101   | -0xd 
33  | 0b100001  | 0x21 
-10 | -0b1010   | -0xa 
47  | 0b101111  | 0x2f 
47  | 0b101111  | 0x2f 
-13 | -0b1101   | -0xd 
-32 | -0b100000 | -0x20
1   | 0b1       | 0x1  
1   | 0b1       | 0x1  
-25 | -0b11001  | -0x19
-33 | -0b100001 | -0x21
16  | 0b10000   | 0x10 
17  | 0b10001   | 0x11 
4   | 0b100     | 0x4  
-----------------------

Time Elapsed: 0.0005650520324707031 seconds


File Used: TC4
NUM | BIN       | HEX  
-----------------------
-39 | -0b100111 | -0x27
-36 | -0b100100 | -0x24
8   | 0b1000    | 0x8  
34  | 0b100010  | 0x22 
17  | 0b10001   | 0x11 
49  | 0b110001  | 0x31 
5   | 0b101     | 0x5  
0   | 0b0       | 0x0  
33  | 0b100001  | 0x21 
12  | 0b1100    | 0xc  
-6  | -0b110    | -0x6 
27  | 0b11011   | 0x1b 
-4  | -0b100    | -0x4 
-38 | -0b100110 | -0x26
26  | 0b11010   | 0x1a 
